id,title,genres,popularity,release_date,budget,revenue,vote_average
373449,2,Action-Science Fiction-Thriller-Fantasy,8.382,2018/11/29,77000000,114629169,6.1
12244,9,Action-Adventure-Animation-Science Fiction-Thriller,47.004,2009/8/19,30000000,48428063,6.9
20714,12,Crime-Drama-Mystery,7.104,2007/6/6,4000000,7537453,7.3
8065,21,Drama-Crime,31.37,2008/3/27,35000000,159808370,6.7
368006,24,Action-Science Fiction-Thriller,5.459,2016/5/5,10000000,15000000,7.3
284564,31,Horror-Thriller,9.969,2016/9/15,1500000,779820,5.4
109410,42,Drama,16.415,2013/4/12,40000000,95020213,7.1
3682,54,Drama-Music,10.509,1998/8/28,13000000,16757163,5.8
601337,83,Drama-History,4.871,2021/12/23,36786988,25452983,6.8
19980,99,Comedy-Crime,1.492,2009/5/15,3000000,6600000,6.5
1271,300,Action-Adventure-War,39.614,2007/3/7,65000000,422610419,7.2
3021,1408,Horror,21.881,2007/6/22,25000000,132963417,6.7
369126,1814,Adventure-History-Mystery,1.804,2007/12/27,3500000,2490500,7.3
76349,1911,Adventure-Drama-Action-History-War,8.45,2011/7/3,30000000,3807134,5.7
530915,1917,War-Drama-Action-Thriller,37.917,2019/12/25,100000000,374733942,8
14161,2012,Action-Adventure-Science Fiction,129.199,2009/10/10,200000000,791217826,5.8
844,2046,Fantasy-Drama-Science Fiction-Romance,10.815,2004/9/29,12000000,19271312,7.2
449262,?algД± ?engi Д°kimiz,Comedy,1.683,2017/1/6,3912363,9072414,6
608441,?ift'lik Bank: Tosun Firarda,Comedy-Drama,0.6,2018/11/16,3,2,0
8202,?on Flux,Science Fiction-Action-Thriller,12.201,2005/11/30,62000000,53321673,5.6
648468,?Р°?Рё?,History-Drama-Romance,0.6,2016/11/28,1,1,10
788134,?Р°Рї?Рµ?РµРЅРЅР°? ?РµР°Р»?РЅРѕ???,Science Fiction-Action,0.6,2009/10/8,7,1,0
253495,?Рµ?РЅР°? ?Р°?РµРІРЅР°,Adventure-Family-Fantasy,0.709,2005/1/1,94,370000,6
603748,?РµРЅР°???РЅ?Рµ,Action-Comedy,0.6,2006/8/31,1700000,1320000,0
220669,?Рѕ?РѕР»?РІ,Drama,1.4,2007/10/29,6000000,31000,1
586511,?РіРµРЅ? ?Р°РјР±Рѕ,Crime-Comedy,0.641,2019/3/14,26500,94935,3
576796,?РјРµРЅРёРЅ?,Comedy,0.6,2004/6/7,600000,72500,5
252178,'71,Thriller-Action-Drama-War,10.514,2014/10/10,11000000,3200000,6.8
19913,(500) Days of Summer,Comedy-Drama-Romance,59.67,2009/7/17,7500000,60781545,7.3
9805,(T)Raumschiff Surprise - Periode 1,Comedy-Science Fiction,8.542,2004/7/14,9000000,76341401,6.2
8329,[REC],Horror-Mystery,61.386,2007/11/23,1500000,32511655,7.2
185341,[REC]??Apocalypse,Thriller-Horror,40.688,2014/10/31,3000000,4915757,5.6
10664,[REC]ВІ,Thriller-Horror,42.382,2009/9/15,5600000,18469680,6.6
80280,[REC]Ві Genesis,Horror,37.85,2012/3/30,6400000,11019975,5.2
614696,#Alive,Action-Horror-Thriller,65.756,2020/6/24,6300000,13416285,7.3
804660,04:57,Fantasy-Horror,0.6,2020/8/3,10,10,10
178657,07th Changes Course,Action-Adventure,0.6,2007/4/12,1300000,95000,3.2
333371,10 Cloverfield Lane,Thriller-Science Fiction-Drama-Horror,28.713,2016/3/10,15000000,108286421,7
4951,10 Things I Hate About You,Comedy-Romance-Drama,32.76,1999/3/30,16000000,53478166,7.6
7840,"10,000 BC",Adventure-Action-Drama-Fantasy,28.436,2008/2/22,105000000,269784201,5.4
14098,100 Feet,Horror-Thriller,9.557,2008/7/22,10000000,1415804,5.5
506977,100W Bulb,Drama-Crime,0.6,2014/6/16,15000,50000,0
11674,101 Dalmatians,Family-Comedy,70.708,1996/11/27,54000000,320689294,5.9
10481,102 Dalmatians,Family-Comedy,11.835,2000/10/7,85000000,183611771,5.5
13197,10th & Wolf,Action-Crime-Drama-Mystery-Thriller,6.188,2006/2/19,8000000,143451,5.9
18164,12 and Holding,Drama,3.718,2006/3/31,400000,314017,7
228674,12 Months,Comedy-Romance,0.856,2013/9/5,2200000,1444235,0
17134,12 Rounds,Action-Thriller-Crime,69.87,2009/3/19,20000000,17280326,5.9
429351,12 Strong,War-Drama-Action-History,33.924,2018/1/16,35000000,67450815,6.2
76203,12 Years a Slave,Drama-History,39.063,2013/10/18,20000000,187000000,7.9
402455,125 Years Memory,History-Drama,4.426,2015/12/5,15000000,6940000,7.8
44115,127 Hours,Adventure-Drama-Thriller,23.091,2010/11/12,18000000,35692920,7.1
58857,13 Assassins,Adventure-Drama-Action,67.268,2010/9/9,6000000,17555141,7.3
10096,13 Going on 30,Comedy-Fantasy-Romance,33.992,2004/4/13,37000000,96455697,6.7
300671,13 Hours: The Secret Soldiers of Benghazi,War-Action-History-Thriller-Drama,65.747,2016/1/14,50000000,69411370,7.2
155084,13 Sins,Horror-Thriller,13.526,2014/4/18,5000000,13809,6.3
1492,1492: Conquest of Paradise,Action-Adventure-Drama-History,17.619,1992/10/9,47000000,7191399,6.2
2749,15 Minutes,Action-Crime-Thriller,8.442,2001/3/1,60000000,56359980,5.9
2207,16 Blocks,Action-Adventure-Crime-Thriller,13.7,2006/3/1,55000000,65664721,6.4
16996,17 Again,Comedy,83.043,2009/3/11,20000000,136267476,6.3
87368,17 Girls,Drama,6.362,2011/6/13,4141459,201607,5.4
211968,18 & 1/2 Cigarettes,Drama,0.6,2011/4/9,200000,2038,5
630220,18 Presents,Drama-Fantasy,11.345,2020/1/2,2500000,3486375,7.5
467806,180 Seconds,Drama,0.6,2017/2/17,1,1,10
428741,1971: Beyond Borders,Drama-War,1.178,2017/4/7,2400000,1100000,5.2
500451,1976: O Ano da InvasГЈo Corinthiana,Documentary,0.6,2016/9/29,30000,200000,10
437103,1987: When the Day Comes,Drama-History-Thriller,15.349,2017/12/27,12308000,49380115,8
84165,2 Days in New York,Comedy-Drama-Romance,7.369,2012/3/28,8000000,1653792,5.7
584,2 Fast 2 Furious,Action-Crime-Thriller,14.807,2003/6/5,76000000,236350661,6.4
136400,2 Guns,Action-Comedy-Crime,48.7,2013/8/2,61000000,131940411,6.5
32172,2 Harihar Nagar,Thriller-Comedy,1.983,2009/4/1,660000,3300000,5.7
259720,2 States,Comedy-Romance-Drama,7.19,2014/4/17,4587786,22414611,6.6
159014,20 Feet from Stardom,Documentary-Music,8.103,2013/6/14,1000000,5892466,7.3
15256,200 Cigarettes,Comedy-Drama-Romance,9.157,1999/2/26,6000000,6852450,5.9
23132,2009: Lost Memories,Thriller-Action-Drama,4.09,2002/2/1,7000000,12049825,6.1
126509,2016: Obama's America,Documentary,4.31,2012/7/13,2500000,33400000,4.3
787838,2019: A Cinematic Odyssey,Adventure,0.6,2019/9/28,10000,100000,10
36683,20th Century Boys 1: Beginning of the End,Science Fiction-Adventure-Mystery,7.427,2008/8/19,20000000,31244858,6.8
342737,20th Century Women,Drama,15.631,2016/12/28,7000000,5664764,7.3
107811,21 & Over,Comedy,20.297,2013/3/1,13000000,48065672,5.8
535292,21 Bridges,Crime-Action-Drama,23.148,2019/10/24,33000000,49939757,6.8
440916,21 Days Later,Drama-Family,0.969,2017/8/2,1000000,10000,0
470,21 Grams,Drama-Crime-Thriller,16.838,2003/9/6,20000000,60427839,7.4
64688,21 Jump Street,Action-Comedy-Crime,48.805,2012/3/14,42000000,201585328,6.9
129088,22 Female Kottayam,Crime-Drama-Romance-Thriller,2.871,2012/4/13,400000,500000,7.5
187017,22 Jump Street,Crime-Comedy-Action,54.35,2014/6/5,50000000,188441614,6.8
107227,23:59,Horror,5.322,2011/11/3,600000,1208479,4.6
1429,25th Hour,Crime-Drama,15.617,2002/12/19,5000000,24000000,7.4
6557,27 Dresses,Comedy-Romance,13.998,2008/1/10,30000000,160259319,6.4
10468,28 Days,Comedy-Drama,11.773,2000/4/6,43000000,6219894,6.1
170,28 Days Later,Horror-Thriller-Science Fiction,45.75,2002/10/31,5000000,85720385,7.2
1562,28 Weeks Later,Horror-Thriller-Science Fiction,40.006,2007/4/26,15000000,65048678,6.6
341007,3 Braves,Family-Animation-Adventure-Action-Fantasy,0.6,2015/5/21,143149,645135,8.3
192102,3 Days to Kill,Action-Drama-Thriller,14.125,2014/2/14,28000000,52597999,6.1
489064,3 from Hell,Horror,21.412,2019/9/16,3000000,2295825,5.8
300667,3 Generations,Comedy-Drama,9.916,2016/10/27,10000000,680351,6.4
20453,3 Idiots,Drama-Comedy,49.447,2009/12/23,9000000,70000000,8
16314,3 Ninjas,Family-Action-Adventure-Comedy,17.168,1992/8/7,6500000,29000301,5.8
18885,3 Ninjas Kick Back,Family-Adventure-Action-Comedy,13.211,1994/5/6,20000000,11798854,5.5
47816,3 Strikes,Action-Comedy-Romance,5.521,2000/3/1,6000000,9000000,5.3
5176,3:10 to Yuma,Western,18.041,2007/9/6,55000000,70016220,7.2
613377,30 Days Max,Comedy-Action,7.606,2020/10/14,13000000,11208529,5.5
4513,30 Days of Night,Horror-Thriller,30.765,2007/10/17,30000000,75505973,6.4
62206,30 Minutes or Less,Action-Adventure-Comedy,45.333,2011/8/11,28000000,40547440,5.7
309038,300 Worte Deutsch,Comedy,2.894,2015/2/5,2000000,276792,5.7
53182,300: Rise of an Empire,Action-Drama-War,49.956,2014/3/5,110000000,337580051,6.1
12138,3000 Miles to Graceland,Action-Adventure-Comedy-Crime-Thriller,10.706,2001/2/23,62000000,18720175,5.8
2009,"4 Months, 3 Weeks and 2 Days",Drama,9.361,2007/8/24,852510,1185783,7.5
744252,4 Ways to Live a Healthy Life,Drama,0.6,2019/11/1,30,50,0
44877,4.3.2.1,Action-Thriller-Crime-Romance,7.631,2010/6/2,4600000,1163967,5.7
403119,47 Meters Down,Horror-Drama-Thriller-Adventure,58.784,2017/5/25,5500000,44235023,5.8
64686,47 Ronin,Drama-Action-Adventure-Fantasy,28.123,2013/12/6,175000000,150962475,6.1
575769,4x4,Thriller,19.565,2019/4/4,3000000,1292773,6.4
50601,5 Days of War,War-Drama,9.459,2011/4/14,20000000,87793,5.7
286521,5 Flights Up,Drama,6.704,2014/9/5,6000000,1020921,6
469123,5 in the Afternoon,Drama-Comedy,0.6,2017/7/21,15000,50000,5
964260,5 YEARS,Drama-Science Fiction-Romance,0.6,2022/3/13,20,100,10
1824,50 First Dates,Comedy-Romance,31.959,2004/2/13,75000000,196482882,6.8
197583,50 to 1,Comedy-Drama,11.054,2014/3/21,10000000,1064454,6.7
40807,50/50,Comedy-Drama,27.07,2011/9/30,8000000,39187783,7.1
437962,"52Hz, I Love You",Romance,0.6,2017/1/26,2650000,1500000,4.3
885360,54 Miles,Drama,0.6,2002/7/28,2000,2001,0
659153,5Gang: A Different Kind of Christmas,Action-Comedy,4.505,2019/12/27,1500000,1489573,8.2
41505,6 Souls,Horror-Mystery-Thriller,10.657,2010/3/27,22000000,851517,6
164300,7 aГ±os de matrimonio,Comedy-Romance,1.607,2013/1/25,1500000,193081,4.9
56338,7 Khoon Maaf,Drama-Mystery-Thriller,5.211,2011/2/18,2200000,2900000,6.3
471275,7 Months Pregnant,Drama,0.785,2016/8/17,80000,80000,8
89733,7 Sea Pirates,Animation,1.208,2012/2/2,1250000,582094,7
51200,71: Into the Fire,War,8.306,2010/6/16,10400000,20967660,7.4
86718,7Aum Arivu,Action-Science Fiction-Thriller,5.472,2011/10/26,16000000,98900000,6.8
13982,8 Heads in a Duffel Bag,Comedy-Crime,8.916,1997/4/18,3000000,3602884,4.9
65,8 Mile,Music-Drama,39.08,2002/11/8,41000000,242875078,7.1
348750,8 Seconds,Drama,0.672,2015/2/27,5556000,1759935,6.9
37748,800 Bullets,Comedy-Action-Western,6.884,2002/10/18,4380750,1947000,63
3489,88 Minutes,Crime-Mystery-Thriller,14.789,2007/2/14,30000000,32593385,5.7
8224,8MM,Thriller-Crime-Mystery,16.429,1999/2/26,40000000,96618699,6.4
27,9 Songs,Drama-Music-Romance,26.524,2004/5/16,1000000,1574623,5.6
795100,9 ВЅ Minutes,Animation,0.6,1993/1/1,198213,198213,0
343795,90 Minutes in Heaven,Drama,32.245,2015/9/11,5000000,4842699,6.1
8827,99 francs,Drama-Comedy,9.531,2007/9/26,13442285,12500000,6.6
283235,99 Homes,Drama,10.241,2015/9/25,8000000,1411927,6.7
14097,9th Company,War-Action-Drama-History,7.884,2005/9/19,9500000,24000000,6.9
210763,A,Romance-Thriller,0.992,1998/2/12,510000,13000000,7.6
372399,A Aa,Family-Comedy-Romance-Drama,3.51,2016/6/2,87933055,189432924,6.6
431530,A Bad Moms Christmas,Comedy,17.301,2017/8/4,28000000,130560428,6.3
398924,A Bag of Marbles,War-Drama,9.676,2017/1/18,21400000,10898998,7.9
501907,A Beautiful Day in the Neighborhood,Drama-History,18.817,2019/9/7,25000000,67925733,7
453,A Beautiful Mind,Drama-Romance,26.195,2001/12/11,60000000,313542341,7.9
55720,A Better Life,Drama,6.254,2011/6/24,10000000,1759252,7.1
52413,A Blood Pledge,Horror,4.458,2009/6/18,125000,3470000,5.4
790034,A Brave New World,Science Fiction-Horror,0.6,2012/4/5,1600000,636990,0
1607,A Bronx Tale,Drama-Crime,26.699,1993/9/14,10000000,17287898,7.8
9487,A Bug's Life,Adventure-Animation-Comedy-Family,95.997,1998/11/25,120000000,363258859,7
267385,A Catedral: Uma histГіria de amor a GrajaГє,Documentary,0.6,2012/12/22,1000,2000,0
17979,A Christmas Carol,Animation-Family-Drama-Fantasy,31.315,2009/11/4,200000000,325286646,6.9
11247,A Cinderella Story,Comedy-Family-Romance,36.009,2004/7/10,19000000,70067909,6.5
9422,A Civil Action,Drama,11.47,1998/12/25,70000000,56702901,6.4
130739,A Coffee in Berlin,Drama-Comedy,6.78,2012/7/3,300000,2750275,7.1
134126,A Company Man,Drama-Action,11.842,2012/10/11,3500000,7339398,6.8
348668,A Conspiracy of Faith,Crime-Drama-Mystery-Thriller,12.599,2016/3/3,5210000,5900000,7
340837,A Cure for Wellness,Horror-Mystery-Science Fiction-Thriller,25.03,2017/2/15,40000000,26620002,6.3
48231,A Dangerous Method,Drama-Thriller,15.798,2011/9/30,15000000,27462041,6.3
19180,A Different Loyalty,Thriller-Romance,5.636,2004/5/16,13000000,574672,4.6
13702,A Dirty Shame,Comedy,10.861,2004/9/12,15000000,1914166,5.3
62871,A Distant Neighborhood,Drama,2.653,2010/5/20,18000000,231820,7.1
931569,"A Diva, Right?",Documentary-Drama-Family,0.6,2021/8/17,195,98,0
381289,A Dog's Purpose,Adventure-Comedy-Fantasy-Family-Drama,51.918,2017/1/19,22000000,205035819,7.6
508763,A Dog's Way Home,Drama-Adventure-Family,34.996,2019/1/10,18000000,17643857,7.3
64483,A Driver for Vera,Drama,3.56,2004/7/27,3300000,2011837,6.8
427036,A Family On Edge,Adventure-Crime-Drama-Family-Romance-Thriller,1.214,2015/12/22,100000,200,7
85435,A Few Best Men,Comedy,8.4,2011/10/14,12468389,29007412,5.8
881,A Few Good Men,Drama,22.508,1992/12/11,40000000,243240178,7.5
21486,A Four Letter Word,Comedy-Romance,2.681,2007/5/4,125000,72348,4.4
936157,A Garota Perdida,Romance-TV Movie-History-Adventure-Drama,0.863,2022/1/5,367,662,9.8
428449,A Ghost Story,Drama-Fantasy,16.239,2017/4/24,100000,1929659,7.1
252171,A Girl Walks Home Alone at Night,Horror-Romance,9.995,2014/1/19,1000000,395000,6.8
726658,A Go! Go! Cory Carson Summer Camp,Animation-Family,1.359,2020/7/4,5000,4,2.7
47964,A Good Day to Die Hard,Action-Thriller,54.024,2013/2/6,92000000,304654182,5.3
613349,A Good Doctor,Comedy,7.068,2019/12/11,6837995,6294941,6.6
9726,A Good Year,Comedy-Drama-Romance,12.988,2006/9/9,35000000,42064105,6.7
15789,A Goofy Movie,Romance-Animation-Family-Comedy-Adventure,24.109,1995/4/7,18000000,35348597,6.9
9582,A Guy Thing,Comedy-Romance,8.953,2003/1/17,20000000,17432163,5.9
139038,A Haunted House,Comedy-Horror,92.521,2013/1/11,2500000,60141683,5.8
184345,A Haunted House 2,Comedy-Horror,81.963,2014/4/17,4000000,25343661,6.1
403300,A Hidden Life,Drama-War-History,15.311,2019/12/11,9000000,4612788,7.2
59,A History of Violence,Drama-Thriller-Crime,15.71,2005/9/23,32000000,60740827,7.2
270010,A Hologram for the King,Comedy-Drama,10.62,2016/4/22,30000000,4212494,5.8
18923,A Home at the End of the World,Romance-Drama,7.654,2004/7/23,6500000,1548955,6.5
78133,A Home of Our Own,Comedy-Drama,5.015,1993/11/5,12000000,1703282,6.6
673396,A Jealous Sister,Thriller,1.241,2003/6/12,50000,50000,10
9476,A Knight's Tale,Adventure-Drama-Romance-Action,22.794,2001/5/11,65000000,117487473,6.9
11287,A League of Their Own,Comedy-Drama-Family,13.174,1992/7/1,40000000,132440069,7.2
768166,A Letter to A.H.,Comedy-Drama,0.6,2020/11/20,300,10,10
81390,A Lonely Place to Die,Adventure-Action-Thriller-Crime,10.447,2011/4/9,4000000,25345000,6.1
291319,A Long Way Off,Romance-Drama-Family,2.837,2014/6/6,500000,28951,7.3
8976,A Lot Like Love,Comedy-Drama-Romance,13.217,2005/4/21,30000000,42886719,6.8
26352,A Low Down Dirty Shame,Comedy-Crime,8.099,1994/11/23,10000000,29392418,5.8
175555,A Madea Christmas,Comedy-Drama,7.189,2013/12/13,47000000,53396354,6.6
8409,A Man Apart,Action-Drama,15.017,2003/4/4,36000000,44350926,6.1
951560,A Means To An End,Drama,0.6,2019/1/25,30,30,6
10210,A Midsummer Night's Dream,Fantasy-Comedy-Romance,8.024,1999/5/14,11000000,16071990,6.5
1988,A Mighty Heart,Drama-Thriller,8.396,2007/6/22,16000000,18928871,6.4
13370,A Mighty Wind,Comedy-Music,7.813,2003/4/16,6000000,18750246,6.9
188161,A Million Ways to Die in the West,Comedy-Western,20.698,2014/5/22,40000000,86410000,6
258230,A Monster Calls,Drama-Fantasy,19.322,2016/10/7,43000000,47309313,7.2
77459,A Monster in Paris,Adventure-Animation-Comedy-Family-Fantasy,23.676,2011/10/12,25000000,26611650,6.8
241239,A Most Violent Year,Crime-Drama-Thriller,17.57,2014/12/31,20000000,12007070,6.6
157849,A Most Wanted Man,Thriller,10.695,2014/7/25,15000000,31554855,6.5
9429,A Night at the Roxbury,Comedy-Music-Romance,22.712,1998/10/1,17000000,30331165,6.6
23437,A Nightmare on Elm Street,Horror-Mystery-Thriller,39.449,2010/4/30,35000000,115664037,5.5
864539,A Outra Parte,Thriller-Horror,0.6,2021/8/22,1,1,10
18916,A Pain in the Ass,Comedy,3.998,2008/1/1,30000000,2030916,5
12403,A Perfect Getaway,Thriller-Mystery-Adventure,25.146,2009/6/8,14000000,22852638,6.3
228331,A Perfect Man,Drama,2.402,2013/11/1,5000000,388,4.3
1965,A Perfect Murder,Crime-Thriller-Drama,14.873,1998/6/5,60000000,128038368,6.5
9559,A Perfect World,Crime-Drama-Thriller,13.431,1993/11/24,30000000,135130999,7.5
41227,A Place Called Chiapas,Documentary,2.054,1998/2/20,891000,229000,7
21575,A Prophet,Crime-Drama,10.001,2009/8/26,13000000,17873691,7.6
368942,A Quiet Passion,Drama,7.807,2016/10/7,8138338,1864266,6.1
447332,A Quiet Place,Horror-Drama-Science Fiction,87.053,2018/4/3,17000000,340677200,7.4
520763,A Quiet Place Part II,Science Fiction-Thriller-Horror,207.275,2021/5/21,61000000,297372261,7.6
41780,A Rage in Harlem,Crime-Comedy,4.106,1991/5/3,8000000,10400000,5.5
929393,A Reasonable Death,Drama,0.6,2021/2/6,200,200,0
456619,A Regular Thing,Comedy-Drama,0.68,1997/1/5,1,1,6
293,A River Runs Through It,Drama-Family,12.723,1992/10/9,12000000,43440294,7.1
820487,A Roar in the Dark,Adventure,0.6,2015/6/26,8,25,0
88273,A Royal Affair,Drama-History-Romance,10.397,2012/3/29,8000000,14758997,7.4
3509,A Scanner Darkly,Animation-Science Fiction-Thriller,14.438,2006/7/7,8700000,7659918,6.8
60243,A Separation,Drama,10.518,2011/3/15,5000000,24426169,7.9
12573,A Serious Man,Comedy-Drama,11.089,2009/9/30,7000000,31430334,6.8
484247,A Simple Favor,Crime-Thriller-Mystery-Comedy,19.452,2018/8/29,20000000,97644617,6.6
10223,A Simple Plan,Crime-Thriller,11.443,1998/12/11,30000000,16316273,7.2
17834,A Simple Wish,Adventure-Comedy-Family-Fantasy,9.727,1997/7/11,28000000,8345056,5.5
34653,A Single Man,Romance-Drama,12.173,2009/10/19,7000000,24964890,7.3
25744,A Slit-Mouthed Woman,Horror,6.864,2007/3/16,34600000,45900000,6
10077,A Sound of Thunder,Thriller-Science Fiction-Adventure-Action,13.128,2005/5/15,80000000,11665465,4.8
473191,A Special Day,Drama,0.63,2017/8/5,150000,60000,6
332562,A Star Is Born,Drama-Romance-Music,32.336,2018/10/3,36000000,433888866,7.5
404378,A Street Cat Named Bob,Family-Drama,14.107,2016/11/4,8000000,82703,7.9
375868,A Stroke of Luck,Romance-Drama-Comedy,6.667,2016/12/2,3500000,12304617,5
655245,A Tale Of Love (The Untold Truth That Everybody Knows),Thriller-Drama-Comedy,0.84,2019/6/30,2500,120,0
336029,A Tale of Love and Darkness,Drama,6.197,2015/9/3,4000000,572212,5.5
4552,A Tale of Two Sisters,Drama-Horror-Mystery,46.404,2003/6/13,15050245,1062878,7.1
437068,A Taxi Driver,Action-Drama-History,13.133,2017/8/2,12820005,81927980,8.1
28121,A Thin Line Between Love and Hate,Comedy-Thriller-Crime-Romance,6.758,1996/4/4,8000000,34746109,5.8
72358,A Thousand Words,Drama-Comedy,32.097,2012/3/7,40000000,22044277,6.1
1645,A Time to Kill,Crime-Drama-Thriller,23.402,1996/7/24,40000000,152266007,7.4
850412,A Tribute to Club Penguin,Documentary-TV Movie,0.6,2020/10/24,1,1,10
35614,A Troll in Central Park,Fantasy-Animation-Science Fiction-Family,9.473,1994/10/7,23000000,71368,5
347026,A United Kingdom,Drama-History,11.776,2016/11/25,14000000,13819139,6.7
55465,A Very Harold & Kumar Christmas,Comedy,19.531,2011/11/4,19000000,36192775,6
169917,A Walk Among the Tombstones,Crime-Drama-Mystery-Thriller,64.765,2014/9/18,28000000,58834384,6.3
9560,A Walk in the Clouds,Drama-Romance,14.778,1995/8/11,20000000,50012507,7.2
232572,A Walk in the Woods,Adventure-Comedy-Drama,16.577,2015/9/2,8000000,37461274,6
10229,A Walk to Remember,Drama-Romance,50.524,2002/1/25,11800000,47494916,7.7
853631,A Way Out,Drama,0.6,2021/4/12,1,1,9
19703,A Wednesday!,Drama-Thriller,6.44,2008/9/5,1400000,3500000,7.1
51917,A Whole Life Ahead,Comedy-Drama,5.543,2008/3/28,6150000,5788176,6.6
407451,A Wrinkle in Time,Adventure-Science Fiction-Family-Fantasy,16.915,2018/3/8,103000000,132675864,5.1
847440,A YouTube Stone,Documentary,0.6,2021/5/19,25,120,10
4435,A?oka,Romance-Music-War-Action,8.616,2001/9/13,17000000,19000000,6.4
644,A.I. Artificial Intelligence,Drama-Science Fiction-Adventure,23.091,2001/6/29,100000000,235926552,7
24426,A.R.O.G,Science Fiction-Fantasy-Comedy,7.151,2008/12/5,8500000,9582732,6.8
682660,AA-,Horror,0.6,2019/3/29,2000,50,3.5
499735,Aadhi Raat,Horror,0.805,1999/10/22,15660,5873,0
68016,Aadukalam,Action-Drama-Thriller,3.196,2011/1/14,4000000,6000000,7.4
194361,Aagathan,Mystery-Romance,1.247,2010/2/11,822000,1200000,5
251898,Aaha Kalyanam,Romance-Comedy,2.395,2014/2/21,1500000,6500000,4.9
422603,Aanandam,Adventure-Comedy-Romance,1.531,2016/10/21,450000,2300000,7.1
545468,Aandavar,Science Fiction-Drama-Fantasy,0.6,2018/2/26,3000,4850,0
49518,Aap Mujhe Achche Lagne Lage,Action-Romance-Drama,4.037,2002/4/19,1600000,13000000,5.5
72152,Aarakshan,Drama-Thriller,3.625,2011/8/12,6100000,7900000,5.9
119123,Aaranya Kaandam,Comedy-Action-Crime-Drama,1.777,2011/6/10,780000,1040344,7.7
192558,Aashiqui 2,Drama-Romance,8.355,2013/4/26,1300000,16000000,7
69597,Aayirathil Oruvan,Action-Adventure,6.577,2010/1/14,7500000,20000000,6.2
15992,Abandon,Drama-Mystery-Thriller,9.541,2002/10/14,25000000,10719357,4.7
59965,Abduction,Thriller-Action-Mystery,17.095,2011/9/22,35000000,82087155,5.9
501331,Abdullah from Minye,Drama,0.9,1990/2/16,460,960,8.5
575094,Abigail,Adventure-Fantasy-Mystery,20.793,2019/8/22,7000000,1940234,6.2
431580,Abominable,Family-Animation-Adventure-Comedy,44.564,2019/9/19,75000000,180289970,7.6
245,About a Boy,Drama-Comedy-Romance,10.093,2002/4/26,27000000,129000000,6.6
94901,About Cherry,Drama,13.535,2012/2/14,2500000,8315,4.5
348672,About Endlessness,Drama-Comedy,6.276,2019/11/15,4700000,18666,6.3
222899,About Last Night,Comedy-Romance,19.416,2014/2/14,12500000,49002684,6
435901,About Love,Romance-Drama-Thriller,3.543,2017/3/23,2000000,182710,5.5
457859,About Love. Adults Only,Romance-Comedy-Drama,11.247,2017/9/1,1350000,2157136,6
2755,About Schmidt,Drama-Comedy,10.953,2002/12/12,30000000,105834556,6.8
122906,About Time,Drama-Romance-Fantasy,36.16,2013/9/4,12000000,87100449,7.9
402688,Abracadabra,Comedy,8.19,2017/8/4,5200000,2114260,5.2
896698,Abraham And Lincoln,Action-Drama,0.6,2007/3/2,10000,20000,0
72331,Abraham Lincoln: Vampire Hunter,Action-Fantasy-Horror,132.802,2012/6/20,69000000,116471580,5.7
66,Absolute Power,Crime-Drama-Action,12.627,1997/2/14,50000000,50068310,6.6
315055,Absolution,Thriller-Drama,0.641,2015/2/27,2000000,148205,5.6
543887,Abuela's Luck,Drama-Comedy-Crime,0.6,2018/8/25,8000,10000,7
85739,ACAB : All Cops Are Bastards,Action-Drama-Crime,6.682,2012/1/27,5000000,3300000,7
9788,Accepted,Comedy,14.67,2006/8/18,23000000,38505009,6.4
316002,Accidental Love,Romance-Comedy,9.438,2015/2/10,26000000,24487,4.2
37721,Accidents Happen,Comedy-Drama,4.353,2009/4/23,6000000,36857,5.9
650157,Ace Danger,Science Fiction,0.6,2018/10/11,40,200,0
3049,Ace Ventura: Pet Detective,Comedy-Adventure,26.343,1994/2/4,15000000,107217396,6.5
9273,Ace Ventura: When Nature Calls,Crime-Comedy-Adventure,21.955,1995/11/10,30000000,212385533,6.3
457616,Achayans,Thriller-Comedy,1.466,2017/5/19,620000,1800000,5.6
464502,Acrimony,Thriller,22.7,2018/3/30,20000000,34764055,6.8
4688,Across the Universe,Drama-Romance-Fantasy,14.334,2007/9/14,45000000,29625761,7.2
75674,Act of Valor,Action-Thriller-War,18.078,2012/2/24,12000000,81272766,6.5
224219,Action 3D,Comedy,1.003,2013/6/21,6100000,12000000,4
381374,Action Hero Biju,Action-Comedy-Crime,3.883,2016/2/4,300000,2500000,7.3
454283,Action Point,Comedy-Drama,8.82,2018/6/1,19000000,5059608,5.4
49679,Action Replayy,Comedy-Romance-Science Fiction,4.806,2010/11/5,10000000,5000000,5.6
576819,Active Shooter,Documentary-Crime,0.6,2017/4/1,150000,250000,0
416239,Actor in Law,Comedy-Drama-Family-Fantasy-Romance,1.307,2016/9/8,1600000,4800000,7.4
126938,Acts of Death,Horror,2.135,2007/6/30,6,7,3.5
445954,Acts of Vengeance,Thriller-Action-Drama,18.493,2017/10/27,10000000,320705,5.9
419704,Ad Astra,Science Fiction-Drama,13.17,2019/9/17,87500000,132807427,6.1
608436,Adam MД±sД±n!,Comedy,0.658,2016/11/18,500,20,1.5
2757,Adaptation.,Comedy-Crime-Drama,12.708,2002/12/6,19000000,32801173,7.4
